street,street_num,letter,X,Y
VIALE MONFALCONE,23,,1436877.879999999655411,5452544.620000000111759
STRADA DEL MOLINO MOSCA,1,,1435369.260000000009313,5443566.190000000409782
VIA FAENZA,33,A,1434967.659999999916181,5451089.900000000372529
STRADA DEL CASTAGNETO,17,,1437080.870000000344589,5446408.740000000223517
VIA LAGO DI COMO,41,,1428884.010000000009313,5444581.450000000186265
VIA VINCENZO ROSSI,83,,1436941.750000000000000,5450205.419999999925494
VIA DEI CANONICI,160,,1432122.409999999916181,5448927.660000000149012
VIA L. DELLA ROBBIA,10,,1437096.459999999962747,5452107.120000001043081
VIA G. MAZZINI,31,B,1436911.439999999944121,5451655.929999999701977
STRADA TRA I DUE PORTI,30,,1436471.739999999990687,5453021.309999998658895
VIA DIVISIONE LEGNANO,35,,1431807.580000000074506,5446648.480000000447035
STRADA DI MONTEFELTRO,165,,1425353.840000000083819,5446148.610000000335276
STRADA DI MONTEFELTRO,165,"1",1425352.520000000018626,5446135.790000000037253
VIA BALESTRIERI,40,,1438122.659999999916181,5450052.759999999776483
VIALE C. BATTISTI,60,,1438054.729999999981374,5451758.480000000447035
PIAZZA S.ANNA DEL BONCIO,18,,1427332.750000000000000,5456517.030000000260770
PIAZZA S.ANNA DEL BONCIO,16,,1427328.169999999925494,5456526.230000000447035
PIAZZA S.ANNA DEL BONCIO,14,,1427324.230000000214204,5456534.830000000074506
PIAZZA S.ANNA DEL BONCIO,12,,1427324.040000000037253,5456542.280000000260770
PIAZZA S.ANNA DEL BONCIO,10,,1427324.789999999804422,5456548.820000000298023
PIAZZA S.ANNA DEL BONCIO,6,,1427327.830000000074506,5456562.889999999664724
STRADA MURA CASTELLANE,6,,1427025.189999999944121,5458047.610000000335276
VIA GIORDANO BRUNO,75,,1437371.129999999888241,5451249.660000000149012
STRADA VALSERPE,5,"2",1430312.080000000307336,5453115.509999999776483
VIA BRIGATA GARIBALDI,41,,1431850.420000000158325,5446816.469999998807907
STRADA MURA CASTELLANE,5,,1427054.389999999897555,5458071.330000000074506
STRADA DELLA VALLUGOLA,4,Q,1423144.219999999972060,5458160.820000000298023
VIA DELLA TORRE,3,,1439451.120000000111759,5443838.349999999627471
STRADA DELLA VALLUGOLA,4,O,1423140.469999999972060,5458165.900000000372529
STRADA DELLA VALLUGOLA,4,N,1423131.739999999990687,5458142.110000000335276
VIA M. PIERLEONI,22,,1428799.129999999655411,5448344.689999999478459
VIA M. PIERLEONI,30,,1428854.409999999916181,5448422.709999999962747
VIA M. PIERLEONI,32,,1428863.520000000018626,5448437.240000000223517
VIA M. PIERLEONI,34,,1428871.590000000083819,5448453.110000000335276
VIA M. PIERLEONI,36,,1428880.699999999953434,5448467.980000000447035
VIA M. PIERLEONI,46,,1428812.230000000214204,5448479.450000000186265
VIA A. CECCOLINI,4,,1436182.679999999934807,5452004.209999999962747
VIA M. PIERLEONI,38,,1428770.199999999953434,5448361.620000000111759
VIA L. CHERUBINI,27,,1435651.080000000074506,5449752.599999999627471
STRADA DELLA VALLUGOLA,4,M,1423109.050000000046566,5458148.660000000149012
VIA IV NOVEMBRE,10,,1434951.870000000111759,5451799.830000000074506
STRADA DEI POZZETTI,3,"1",1432715.229999999981374,5446926.370000000111759
VIALE LEONARDO,25,,1437478.729999999981374,5452440.040000000037253
VIA BALESTRIERI,46,,1438133.760000000009313,5450036.410000000149012
VIA ORTIGARA,1,,1435158.110000000102445,5451467.209999999962747
STRADA GHETTO RONCAGLIA,4,,1429700.570000000065193,5454070.440000001341105
STRADA MOLINO MAGGIOTTI,4,,1437652.939999999944121,5439974.709999999962747
VIA L. VALERIO,5,,1432677.129999999888241,5447416.639999999664724
VIA L. VALERIO,3,,1432683.760000000009313,5447418.790000000037253
STRADA DELLA CHIUSA,11,,1426325.040000000037253,5443192.879999999888241
VIA G. PASSERI,51,,1436995.649999999906868,5451262.450000000186265
VIA G. PASSERI,53,,1436993.229999999981374,5451266.839999998919666
STRADA PANORAMICA ADRIATICA,10,,1425185.350000000093132,5458144.169999999925494
LARGO RODANO,1,,1431771.250000000000000,5452353.500000000000000
STRADA ROMAGNA,32,,1431567.149999999906868,5453527.419999999925494
VIA DEI CARPINI,6,,1430683.030000000027940,5450053.549999999813735
VIA A. FRATTI,152,,1437270.560000000055879,5449356.050000000745058
VIA L. B. ALBERTI,10,"1",1438399.040000000037253,5448592.969999999739230
VIA L. B. ALBERTI,8,"2",1438414.389999999897555,5448606.230000000447035
VIA L. B. ALBERTI,8,"1",1438400.620000000111759,5448623.250000000000000
VIA DEGLI EROI,39,,1436040.090000000083819,5452051.740000000223517
STRADA PANORAMICA ADRIATICA,356,,1423953.299999999813735,5459673.889999999664724
VIA DEL SEMINARIO,18,,1437527.810000000055879,5451730.299999999813735
STRADA FERRATA,23,,1423781.870000000111759,5457290.990000001154840
STRADA DI SAN DONATO,22,"1",1425654.030000000027940,5440984.419999999925494
VIALE G. MARCONI,22,,1437544.020000000018626,5452285.200000000186265
VIALE C. BATTISTI,134,,1437539.020000000018626,5452273.320000000298023
VIA L. B. ALBERTI,16,,1438358.860000000102445,5448558.349999999627471
VIA CASTELLO ABITATO,8,"2",1423418.899999999906868,5447491.269999999552965
VIA DELLINDUSTRIA,5,,1426336.199999999953434,5444444.820000000298023
VIA CASTELLO ABITATO,8,,1423439.979999999981374,5447491.290000000037253
VIA G. VICO,17,,1438237.229999999981374,5449270.009999999776483
VIA G. VICO,19,,1438234.530000000027940,5449277.629999999888241
STRADA DEI GUAZZI,1,"3",1437287.270000000018626,5440454.160000000149012
VIA O. RESPIGHI,26,,1435325.739999999990687,5450469.480000000447035
STRADA DEI GUAZZI,1,"2",1437197.280000000027940,5440467.139999999664724
STRADA DEI GUAZZI,3,C,1437112.989999999990687,5440396.579999999143183
STRADA DEI GUAZZI,3,E,1437098.989999999990687,5440400.219999999739230
STRADA DEI GUAZZI,3,F,1437091.229999999981374,5440401.879999999888241
STRADA DEI GUAZZI,3,G,1437083.320000000065193,5440404.250000000000000
STRADA FOSSO FIORENZUOLA,2,,1427190.290000000037253,5457863.439999999478459
VIA E. DONZELLI,4,,1436280.360000000102445,5452265.269999999552965
VIA LAGO DI ALBANO,53,,1429503.229999999981374,5444600.849999999627471
VIA LAGO DI ALBANO,73,,1429623.850000000325963,5444665.919999999925494
VIALE RAFFAELLO SANZIO,9,,1437986.810000000055879,5451756.919999999925494
VIA DEL MIRALFIORE,24,,1436173.469999999972060,5450847.719999999739230
VIA M. PATERNI,38,,1436818.439999999944121,5452544.259999999776483
VIA LAGO MAGGIORE,126,"1",1429052.120000000111759,5444757.660000001080334
STRADA DELLA FABBRINA,17,,1432230.409999999916181,5445669.030000000260770
STRADA ADRIATICA,37,"7",1435717.659999999916181,5451537.000000000000000
STRADA ADRIATICA,37,"6",1435705.090000000083819,5451553.459999999962747
STRADA ADRIATICA,37,"4",1435705.840000000083819,5451574.639999999664724
STRADA ADRIATICA,37,"3",1435709.649999999906868,5451583.389999999664724
STRADA ADRIATICA,37,"2",1435716.939999999944121,5451591.160000000149012
STRADA ADRIATICA,35,,1435733.219999999739230,5451606.660000000149012
STRADA ADRIATICA,33,"1",1435781.030000000027940,5451606.780000000260770
STRADA ADRIATICA,33,"3",1435766.030000000027940,5451606.700000000186265
STRADA ADRIATICA,33,"4",1435756.169999999925494,5451606.660000000149012
STRADA DEI PLATANI,41,"2",1431653.949999999953434,5450404.409999999217689
STRADA DEI PLATANI,41,"1",1431617.429999999934807,5450412.519999999552965
VIA E. BARSANTI,65,,1439334.860000000102445,5448873.830000000074506
VIA ARCOBALENO,31,,1434464.560000000055879,5443774.969999999739230
VIA SANDRO PERTINI,165,,1432667.050000000046566,5451080.839999999850988
VIA SANDRO PERTINI,129,,1432645.480000000214204,5451132.280000000260770
STRADA DI MONTEFELTRO,9,,1432652.729999999981374,5451180.980000000447035
VIA SANDRO PERTINI,119,,1432639.919999999692664,5451145.540000000968575
VIALE MICHELANGELO,21,,1438183.720000000204891,5451795.549999999813735
VIALE C. BATTISTI,92,,1437838.510000000009313,5451975.730000000447035
VIALE DELLA REPUBBLICA,19,,1437860.510000000009313,5451984.360000000335276
STRADA DI SAN NICOLA,5,,1439195.929999999934807,5447888.809999999590218
VIA E. L. MORSELLI,12,,1437215.459999999962747,5451207.809999999590218
VIA E. L. MORSELLI,16,,1437220.610000000102445,5451200.199999999254942
STRADA DELLA CAMPANARA,3,"1",1430113.610000000102445,5450461.039999999105930
VIA E. L. MORSELLI,14,,1437218.729999999981374,5451204.400000001303852
STRADA SAN GIORGIO,2,"1",1432044.679999999934807,5443851.519999999552965
STRADA SAN GIORGIO,4,,1432166.469999999739230,5444017.740000000223517
STRADA S.ANGELO GATTO,21,,1432076.199999999720603,5443890.190000000409782
STRADA SAN GIORGIO,1,,1431576.810000000055879,5443856.309999999590218
STRADA MADONNA DEL MONTE,23,,1434163.570000000298023,5446614.070000000298023
STRADA S.ANGELO GATTO,24,,1431592.179999999934807,5443840.590000000782311
VIA ADIGE,6,,1431787.440000000176951,5452817.730000000447035
STRADA S.ANGELO GATTO,20,,1432020.919999999925494,5443894.219999999739230
VIA F. CESARINI,40,"1",1435575.360000000102445,5450162.790000000037253
STRADA TREBBIO SCONFITTA,15,,1434011.739999999990687,5443742.849999999627471
STRADA TREBBIO SCONFITTA,15,"1",1434016.919999999925494,5443751.059999999590218
STRADA ROMAGNA,34,,1431528.570000000065193,5453585.830000000074506
VIA REDIPUGLIA,2,A,1435289.060000000055879,5451670.189999999478459
VIA LAGO MAGGIORE,287,,1427920.209999999962747,5444033.030000000260770
STRADA DI LUCAGNANO,2,,1429540.739999999990687,5440511.780000000260770
VIA AGRICOLTORI,3,,1434960.310000000055879,5449132.129999999888241
VIA MONTE GIANO,44,,1423664.260000000009313,5445207.129999999888241
VIA F. TURATI,47,,1436396.080000000074506,5449817.200000000186265
VIA PERFETTI,7,,1437329.550000000046566,5451709.559999999590218
VIA LIVORNO,6,,1436714.979999999748543,5452424.700000000186265
VIA CASTELFIDARDO,8,,1437319.899999999906868,5451727.990000001154840
VIA LIVORNO,8,,1436719.250000000000000,5452416.219999999739230
VIA CASTELFIDARDO,6,,1437316.270000000018626,5451723.750000000000000
STRADA DEI PIOPPI,27,,1431036.500000000000000,5449994.349999998696148
VIA C. MENOTTI,143,,1437250.229999999981374,5449811.440000000409782
VIA L. DELLA ROBBIA,10,"4",1437081.199999999953434,5452150.169999999925494
STRADA DI MONTEFELTRO,75,,1428832.570000000065193,5448919.269999999552965
VIA G. MORGAGNI,9,,1438244.989999999990687,5449689.150000000372529
VIA F. TUMIATI,33,,1438234.650000000139698,5449677.070000000298023
VIA D. CIMAROSA,27,,1435972.570000000065193,5450202.509999999776483
VIA D. CIMAROSA,23,,1435979.889999999897555,5450195.259999999776483
VIA D. CIMAROSA,21,,1435982.790000000037253,5450192.230000000447035
VIA D. CIMAROSA,17,,1435989.449999999720603,5450186.290000000037253
VIA D. CIMAROSA,15,,1435992.330000000074506,5450182.759999999776483
STRADA DI SAN DONATO,29,,1426304.139999999897555,5441866.000000000000000
STRADA BORGO GINESTRETO,48,,1426853.699999999953434,5439321.190000000409782
STRADA BORGO GINESTRETO,50,,1426845.989999999990687,5439321.959999999962747
STRADA DELLA CHIUSA,4,"10",1426407.090000000083819,5442378.820000000298023
STRADA DELLA CHIUSA,4,"11",1426427.909999999916181,5442370.639999999664724
VIALE POLA,14,,1437070.850000000093132,5452381.009999999776483
VIALE POLA,12,,1437060.189999999944121,5452380.469999999739230
VIA L. DELLA ROBBIA,10,"8",1437052.600000000093132,5452117.650000001303852
VIA L. DELLA ROBBIA,10,"3",1437118.629999999888241,5452155.250000000000000
VIA L. DELLA ROBBIA,10,"1",1437134.560000000055879,5452175.089999999850988
VIA L. DELLA ROBBIA,10,"2",1437128.639999999897555,5452165.809999999590218
STRADA DELLA CHIUSA,4,"4",1426306.209999999962747,5441880.709999999962747
STRADA M. MALPIGHI,5,,1438750.330000000074506,5448874.299999999813735
VIA R. SCACCIANI,44,,1437418.620000000111759,5449751.730000000447035
STRADA M. MALPIGHI,5,A,1438712.949999999953434,5448881.929999999701977
STRADA M. MALPIGHI,5,C,1438735.350000000093132,5448856.839999999850988
STRADA M. MALPIGHI,5,D,1438723.860000000102445,5448851.860000000335276
STRADA M. MALPIGHI,5,E,1438713.149999999906868,5448847.160000000149012
VIA B. CROCE,6,,1436778.429999999934807,5449257.810000000521541
VIA R. SCACCIANI,48,,1437413.469999999972060,5449740.169999999925494
VIA R. SCACCIANI,50,,1437409.800000000046566,5449735.559999999590218
VIA V. PARETO,35,,1436145.919999999925494,5449726.570000000298023
VIALE DANTE ALIGHIERI,9,,1437473.419999999925494,5452101.169999999925494
VIA CORTIROLA,33,,1436961.520000000018626,5451577.700000000186265
VIA SOLFERINO,93,,1435394.939999999944121,5449350.740000000223517
VIA MENTANA,23,,1436747.879999999888241,5451738.539999999105930
STRADA FOSSO FOGLIANO,22,,1434670.229999999981374,5447426.960000000894070
VIA BARIGNANI,22,,1437315.250000000000000,5451626.879999999888241
VIA BRIGATA GARIBALDI,36,,1431918.919999999925494,5446935.000000000000000
STRADA DELLE CAMPAGNE,19,,1435511.070000000065193,5439738.559999999590218
STRADA DEI CACCIATORI,26,,1433579.590000000083819,5448895.539999999105930
STRADA BABBUCCE,11,"1",1425615.330000000074506,5452661.790000000968575
STRADA DEL BONCIO,14,,1428041.870000000111759,5454446.500000000000000
VIA PADRE M. KOLBE,89,,1438832.310000000055879,5450944.620000000111759
VIA F. MARTINI,13,"1",1436778.120000000344589,5449640.719999999739230
VIA BRIGATA GARIBALDI,104,,1431521.610000000102445,5446648.400000000372529
STRADA DEI PLATANI,26,,1431599.250000000000000,5450420.879999998956919
STRADA DEI PLATANI,24,,1431591.830000000074506,5450435.700000000186265
STRADA PONTE MOROTTO,3,"1",1435309.280000000027940,5445379.559999999590218
VIA PADRE M. KOLBE,93,,1438847.520000000018626,5450961.269999999552965
STRADA DEGLI OLMI,33,,1431429.979999999981374,5450034.790000000037253
STRADA DELLA TORRACCIA,18,A,1430020.959999999962747,5451489.830000000074506
STRADA PANORAMICA ARDIZIO,24,,1439852.580000000074506,5447980.469999999739230
VIA DELLUNITA,20,,1432483.669999999925494,5447587.860000000335276
STRADA ADRIATICA,64,,1435235.810000000055879,5451649.950000000186265
VIA A. POLIZIANO,16,"1",1438250.159999999916181,5448667.120000000111759
STRADA MICALORO,6,,1426399.259999999776483,5442362.990000000223517
STRADA DEGLI SMINATORI,9,,1427919.610000000102445,5447444.990000000223517
VIA G. M. SERRATI,26,,1436343.510000000009313,5449034.040000000037253
VIA G. M. SERRATI,22,,1436334.909999999916181,5449028.190000000409782
VIA R. SERRA,288,,1433278.550000000046566,5448052.969999999739230
VIA FERMO,21,,1434786.989999999990687,5450463.409999999217689
VIA BUCCARI,58,,1435312.530000000027940,5451350.850000000558794
VIA FERMO,19,,1434810.100000000093132,5450473.379999999888241
VIA VIRGILIO,22,,1438147.610000000102445,5451115.009999999776483
VIA CASTELLO ABITATO,51,,1423555.750000000000000,5447455.709999999962747
VIA M. PATERNI,41,"1",1436898.879999999888241,5452651.099999999627471
VIA DEI TIGLI,12,,1431653.090000000083819,5450119.219999999739230
VIALE C. BATTISTI,96,"3",1437809.780000000027940,5452010.669999999925494
VIALE C. BATTISTI,96,,1437811.429999999934807,5452000.709999999962747
VIA M. RICCI,2,,1428975.370000000111759,5448360.620000001043081
VIA L. AGOSTINI,9,,1436204.280000000027940,5451928.209999999962747
VIA DEL FRUMENTO,45,,1441739.100000000093132,5446205.480000000447035
VIA DIVISIONE ACQUI,7,,1431732.979999999981374,5447330.820000001229346
STRADA PONTE VALLE,164,,1435506.260000000009313,5445921.240000000223517
STRADA DEGLI SMINATORI,4,,1427940.189999999944121,5447749.209999999962747
VIA CASTELFIDARDO,63,,1437404.000000000232831,5451851.910000001080334
VIA ADDA,17,,1431879.399999999906868,5453074.440000000409782
STRADA DELLA VALLUGOLA,2,"6",1423008.260000000009313,5458170.000000000000000
STRADA DELLA VALLUGOLA,2,"5",1423003.469999999972060,5458157.469999999739230
STRADA DELLA VALLUGOLA,2,"2",1422980.679999999934807,5458168.950000001117587
STRADA DI MONTEFELTRO,40,"1",1426722.500000000000000,5446918.839999999850988
CORSO UNDICI SETTEMBRE,261,,1436673.870000000111759,5451807.780000000260770
VIA FANO,2,,1435384.820000000065193,5451216.160000000149012
VIA L. OTTONI,9,,1437071.379999999888241,5448771.019999999552965
STRADA CASE BRUCIATE,32,,1428401.560000000055879,5449503.480000000447035
VIA G. FERRARIS,58,"1",1438218.389999999664724,5449405.660000000149012
VIA G. FERRARIS,56,,1438214.889999999897555,5449416.700000000186265
VIA DELLE GALIGARIE,20,,1437122.010000000009313,5451273.740000000223517
STRADA DI GHETTO LAME,25,,1441499.969999999972060,5445738.089999999850988
VIA S.MARIA FABBRECCE,70,"1",1433384.590000000083819,5451688.650000000372529
VIA GUIDO DAREZZO,3,,1435168.340000000083819,5449271.940000000409782
VIA S.MARIA FABBRECCE,16,,1433408.830000000074506,5451638.650000000372529
VIA B. BARILLI,12,,1435588.439999999944121,5449846.969999999739230
VIALE XXIV MAGGIO,58,,1437100.129999999888241,5450850.950000000186265
VIA L. NEGRELLI,163,,1438870.520000000018626,5449033.190000000409782
VIA L. NEGRELLI,169,,1438885.110000000102445,5449002.500000000000000
VIA L. NEGRELLI,171,,1438889.639999999897555,5448992.839999999850988
VIA MARTIRI FRAGHETO,38,,1438389.449999999720603,5450514.740000000223517
LUNGOFOGLIA G.CABOTO,11,,1436287.929999999934807,5452152.029999999329448
STRADA TIMAVO,1,"1",1432639.649999999906868,5451318.959999999962747
STRADA DELLA NECROPOLI,1,,1439812.310000000055879,5444124.249999999068677
VIA MAGENTA,21,,1434588.280000000027940,5449051.139999999664724
VIA PADRE M. KOLBE,93,"2",1438856.479999999981374,5450972.080000000074506
STRADA DELLACQUABONA,7,A,1429453.090000000083819,5452902.459999999962747
VIA PADRE M. KOLBE,93,"1",1438852.050000000046566,5450966.080000000074506
VIA PADRE M. KOLBE,89,"1",1438838.449999999953434,5450948.639999999664724
STRADA DELLA TORRACCIA,18,"1",1429990.729999999981374,5451531.629999999888241
VIA DELLUNITA,18,,1432486.229999999981374,5447580.750000000000000
VIA S.MARIA FABBRECCE,119,,1433041.439999999944121,5451733.519999999552965
VIA C. BELGIOIOSO,38,"1",1437350.129999999888241,5449816.280000000260770
STRADA DEI CANNETI,1,,1431312.929999999934807,5453911.709999999962747
STRADA ROMAGNA,118,"8",1424776.550000000046566,5457354.009999999776483
STRADA DELLA VALLE,30,,1426879.899999999906868,5441741.639999998733401
STRADA DELLARZILLA,54,,1435395.409999999683350,5440880.190000000409782
VIA A. ANTONELLI,5,"1",1427369.709999999962747,5457752.160000001080334
VIA G. M. SERRATI,24,,1436333.739999999990687,5449021.959999999031425
VIA MADONNA DI LORETO,107,,1437594.149999999906868,5449103.030000000260770
VIA G. TORELLI,12,,1437382.000000000000000,5448939.200000000186265
VIALE POLA,31,"1",1437275.570000000298023,5452631.610000000335276
VIA BUCCARI,58,"1",1435313.459999999962747,5451354.599999999627471
VIA A. FAGGI,83,"1",1436590.350000000093132,5450493.719999999739230
VIA VIRGILIO,26,,1438133.320000000065193,5451102.519999999552965
STRADA DI SANTA LUCIA,15,,1426384.760000000009313,5438836.059999999590218
STRADA PONTE MOROTTO,19,,1434258.580000000074506,5445307.730000000447035
VIALE S. CANTARINI,36,,1438156.780000000027940,5451319.089999999850988
VIA P. FASTIGGI,74,,1432889.879999999888241,5447430.459999999962747
